Word_count.txt:
359 428 535 1617 2848
bralorn 0 0 0 0 1
ley 0 0 0 0 2
cpi 0 0 0 0 3
cpic 0 0 0 0 2
hospos 0 0 0 0 1
hosp 0 0 0 0 1
cinram 0 0 0 0 1
610 0 0 0 0 1
flavour 0 0 0 0 1
naarden 0 0 0 0 3
isco 0 0 0 0 1
isko 0 0 0 0 1
harrah 0 0 0 0 1
marina 0 0 0 0 1
ciro 0 0 0 0 1
ciri 0 0 0 0 1
wmsi 0 0 0 0 1
beasley 0 0 0 0 1
overland 0 0 0 0 2
vsd 0 0 0 0 1
wclb 0 0 0 0 1
rok 0 0 0 0 1
somewh 0 0 0 0 1
beall 0 0 0 0 6
misus 0 0 0 0 1
sftpr 0 0 0 0 1
npsgu 0 0 0 0 1
ltv 0 0 0 0 7
qltv 0 0 0 0 1
hmmwv 0 0 0 0 1
productvitiy 0 0 0 0 1
cf 0 0 0 0 2
wolf 0 0 0 0 3
cbss 0 0 0 0 1
ahlsel 0 0 0 0 2
802 0 0 0 0 1
armor 0 0 0 0 1
armr 0 0 0 0 1
tsi 0 0 0 0 2
agi 0 0 0 0 1
merrimac 0 0 0 0 1
mmac 0 0 0 0 1
bedford 0 0 0 0 2
larsen 0 0 0 0 1
blender 0 0 0 0 2
trro 0 0 0 0 1
burri 0 0 0 0 3
snack 0 0 0 0 2
midmorn 0 0 0 0 1
anitec 0 0 0 0 2
antc 0 0 0 0 2
qrah 0 0 0 0 2
dalkon 0 0 0 0 1
contracept 0 0 0 0 1
possi 0 0 0 0 3
poss 0 0 0 0 1
overtim 0 0 0 0 3
ackland 0 0 0 0 1
pnre 0 0 0 0 1
himg 0 0 0 0 1
xiamen 0 0 0 0 7
xib 0 0 0 0 2
shuxun 0 0 0 0 1
hongshan 0 0 0 0 1
luso 0 0 0 0 1
macao 0 0 0 0 1
panin 0 0 0 0 3
unequ 0 0 0 0 1
satur 0 0 0 0 1
parf 0 0 0 0 2
barring 0 0 0 0 1
barr 0 0 0 0 1
garj 0 0 0 0 1
nike 0 0 0 0 2
weatherford 0 0 0 0 5
wii 0 0 0 0 2
fwch 0 0 0 0 1
gi 0 0 0 0 2
lobster 0 0 0 0 1
dgn 0 0 0 0 1
2015 0 0 0 0 1
mahi 0 0 0 0 1
kidston 0 0 0 0 4
porta 0 0 0 0 1
kleinert 0 0 0 0 1
klrt 0 0 0 0 1
photron 0 0 0 0 2
plab 0 0 0 0 1
enron 0 0 0 0 3
intergroup 0 0 0 0 1
brae 0 0 0 0 3
ce 0 0 0 0 1
pharm 0 0 0 0 1
icpyy 0 0 0 0 1
irsh 0 0 0 0 1
pharmacolog 0 0 0 0 1
dulbin 0 0 0 0 1
helmerich 0 0 0 0 1
payn 0 0 0 0 2
hp 0 0 0 0 1
totaliz 0 0 0 0 2
itsi 0 0 0 0 1
graff 0 0 0 0 3
monod 0 0 0 0 4
mediterrane 0 0 0 0 2
pleasur 0 0 0 0 1
puisay 0 0 0 0 1
yonn 0 0 0 0 1
touristiqu 0 0 0 0 1
metropol 0 0 0 0 4
lyonais 0 0 0 0 1
marbl 0 0 0 0 2
vamga 0 0 0 0 3
micropro 0 0 0 0 1
mpro 0 0 0 0 2
biw 0 0 0 0 1
biwc 0 0 0 0 1
obsolet 0 0 0 0 2
tndm 0 0 0 0 1
treybig 0 0 0 0 3
freder 0 0 0 0 1
sql 0 0 0 0 1
htp 0 0 0 0 2
jwi 0 0 0 0 1
numerex 0 0 0 0 1
nmrx 0 0 0 0 1
fput 0 0 0 0 1
fifo 0 0 0 0 1
467 0 0 0 0 2
401 0 0 0 0 1
fbx 0 0 0 0 1
fbxc 0 0 0 0 1
rideshar 0 0 0 0 2
equion 0 0 0 0 1
equi 0 0 0 0 1
ntwk 0 0 0 0 1
ivaco 0 0 0 0 5
tierco 0 0 0 0 1
tier 0 0 0 0 1
cum 0 0 0 0 2
274 0 0 0 0 1
countrywid 0 0 0 0 3
ccr 0 0 0 0 5
mischer 0 0 0 0 1
mshr 0 0 0 0 1
vendo 0 0 0 0 1
ven 0 0 0 0 1
picn 0 0 0 0 1
abf 0 0 0 0 1
gregorian 0 0 0 0 1
uscb 0 0 0 0 2
trebl 0 0 0 0 1
fransi 0 0 0 0 1
indosuez 0 0 0 0 1
stash 0 0 0 0 1
standardis 0 0 0 0 1
awash 0 0 0 0 1
conservat 0 0 0 0 1
footwork 0 0 0 0 1
heymann 0 0 0 0 6
airbu 0 0 0 0 5
twinjet 0 0 0 0 1
russel 0 0 0 0 1
leavitt 0 0 0 0 2
870 0 0 0 0 1
rosi 0 0 0 0 1
upbeat 0 0 0 0 1
supris 0 0 0 0 1
rca 0 0 0 0 3
prune 0 0 0 0 1
recombin 0 0 0 0 1
rhd 0 0 0 0 1
oshman 0 0 0 0 4
oshm 0 0 0 0 2
knutson 0 0 0 0 5
knmc 0 0 0 0 2
holderson 0 0 0 0 1
svic 0 0 0 0 1
5p 0 0 0 0 1
medco 0 0 0 0 2
mcc 0 0 0 0 1
shattner 0 0 0 0 8
aura 0 0 0 0 1
hitachi 0 0 0 0 2
manifram 0 0 0 0 1
sapien 0 0 0 0 1
sierracin 0 0 0 0 1
ser 0 0 0 0 1
bobbi 0 0 0 0 1
bbk 0 0 0 0 1
enserch 0 0 0 0 1
cr 0 0 0 0 4
sirrin 0 0 0 0 4
crss 0 0 0 0 1
stbk 0 0 0 0 1
biosearch 0 0 0 0 1
bpmi 0 0 0 0 1
immucor 0 0 0 0 2
blud 0 0 0 0 1
lasr 0 0 0 0 1
wajax 0 0 0 0 1
wardair 0 0 0 0 3
unitrod 0 0 0 0 1
utr 0 0 0 0 1
reduic 0 0 0 0 1
lng 0 0 0 0 1
tod 0 0 0 0 1
462 0 0 0 0 2
braddock 0 0 0 0 2
bankcard 0 0 0 0 1
ior 0 0 0 0 1
ssax 0 0 0 0 1
semegran 0 0 0 0 2
strng 0 0 0 0 1
probablil 0 0 0 0 1
vti 0 0 0 0 1
aaron 0 0 0 0 2
sp 0 0 0 0 2
obod 0 0 0 0 1
kubota 0 0 0 0 1
789 0 0 0 0 1
booker 0 0 0 0 3
damon 0 0 0 0 1
alot 0 0 0 0 1
ransburg 0 0 0 0 1
rbg 0 0 0 0 1
bfdb 0 0 0 0 2
337 0 0 0 0 1
286p 0 0 0 0 1
281p 0 0 0 0 1
283p 0 0 0 0 1
352 0 0 0 0 2
centron 0 0 0 0 5
cen 0 0 0 0 2
groundwat 0 0 0 0 1
gwti 0 0 0 0 1
allison 0 0 0 0 4
arai 0 0 0 0 1
passport 0 0 0 0 1
ppti 0 0 0 0 1
onyx 0 0 0 0 1
crix 0 0 0 0 2
lutterbach 0 0 0 0 3
semiannu 0 0 0 0 1
showcas 0 0 0 0 2
canron 0 0 0 0 1
csii 0 0 0 0 1
eldorado 0 0 0 0 2
eldb 0 0 0 0 1
tbg 0 0 0 0 3
phcc 0 0 0 0 1
crain 0 0 0 0 1
csi 0 0 0 0 1
interdyn 0 0 0 0 1
idyn 0 0 0 0 1
donna 0 0 0 0 1
pulcin 0 0 0 0 4
patricia 0 0 0 0 1
meredith 0 0 0 0 4
recoup 0 0 0 0 1
realmerica 0 0 0 0 1
raco 0 0 0 0 1
pagurian 0 0 0 0 3
domtar 0 0 0 0 6
mrt 0 0 0 0 2
nln 0 0 0 0 1
jct 0 0 0 0 1
westbank 0 0 0 0 2
vereinwest 0 0 0 0 1
cil 0 0 0 0 3
swearingen 0 0 0 0 9
moritorium 0 0 0 0 1
ogden 0 0 0 0 2
bailout 0 0 0 0 1
career 0 0 0 0 1
clearn 0 0 0 0 1
alfin 0 0 0 0 1
afn 0 0 0 0 1
vlan 0 0 0 0 3
preconstruct 0 0 0 0 1
shortest 0 0 0 0 1
hcc 0 0 0 0 1
hcci 0 0 0 0 1
bicc 0 0 0 0 1
enzo 0 0 0 0 2
biochem 0 0 0 0 1
mym 0 0 0 0 1
dslr 0 0 0 0 1
crm 0 0 0 0 1
sizzler 0 0 0 0 1
sizz 0 0 0 0 1
unmanag 0 0 0 0 1
dryclean 0 0 0 0 1
beauticontrol 0 0 0 0 1
buti 0 0 0 0 1
clevit 0 0 0 0 1
clev 0 0 0 0 1
unamort 0 0 0 0 2
raytheon 0 0 0 0 1
rtn 0 0 0 0 1
pcep 0 0 0 0 1
amnount 0 0 0 0 1
nwph 0 0 0 0 1
shre 0 0 0 0 1
cabot 0 0 0 0 1
hershey 0 0 0 0 1
hso 0 0 0 0 1
hdi 0 0 0 0 1
bogart 0 0 0 0 1
crownamerica 0 0 0 0 1
crna 0 0 0 0 1
carmel 0 0 0 0 2
kml 0 0 0 0 2
aviv 0 0 0 0 2
isra 0 0 0 0 2
shekel 0 0 0 0 2
pebw 0 0 0 0 1
westcoast 0 0 0 0 1
balmer 0 0 0 0 1
skeena 0 0 0 0 1
celgar 0 0 0 0 1
terrac 0 0 0 0 1
micros 0 0 0 0 1
msiz 0 0 0 0 1
tcw 0 0 0 0 3
cvt 0 0 0 0 1
coleco 0 0 0 0 5
clc 0 0 0 0 1
cabbag 0 0 0 0 1
kid 0 0 0 0 2
handel 0 0 0 0 1
mccaa 0 0 0 0 1
scitex 0 0 0 0 1
scixf 0 0 0 0 1
motel 0 0 0 0 2
macon 0 0 0 0 1
brascan 0 0 0 0 1
bryn 0 0 0 0 3
mawr 0 0 0 0 3
bmtc 0 0 0 0 1
stuttgart 0 0 0 0 5
nbti 0 0 0 0 1
wsl 0 0 0 0 1
heldor 0 0 0 0 1
hldr 0 0 0 0 1
palmer 0 0 0 0 1
lwi 0 0 0 0 1
acqust 0 0 0 0 1
oshawa 0 0 0 0 1
autoclav 0 0 0 0 1
aclv 0 0 0 0 1
iss 0 0 0 0 1
bkr 0 0 0 0 1
zim 0 0 0 0 8
zimr 0 0 0 0 1
vikingolj 0 0 0 0 1
mi 0 0 0 0 2
polo 0 0 0 0 2
duin 0 0 0 0 1
workov 0 0 0 0 1
billard 0 0 0 0 1
berckman 0 0 0 0 2
dolphin 0 0 0 0 1
nch 0 0 0 0 2
sptnd 0 0 0 0 1
bradley 0 0 0 0 6
buechler 0 0 0 0 2
everest 0 0 0 0 1
jen 0 0 0 0 1
eja 0 0 0 0 1
phlcorp 0 0 0 0 2
phx 0 0 0 0 1
cwe 0 0 0 0 1
omnicom 0 0 0 0 3
omcm 0 0 0 0 3
pgai 0 0 0 0 2
shadowfax 0 0 0 0 1
shfxf 0 0 0 0 1
previoiu 0 0 0 0 1
ipco 0 0 0 0 2
ih 0 0 0 0 2
apreil 0 0 0 0 1
sie 0 0 0 0 1
bel 0 0 0 0 2
reuss 0 0 0 0 3
protocomdevic 0 0 0 0 2
prcm 0 0 0 0 1
moral 0 0 0 0 1
collado 0 0 0 0 1
inner 0 0 0 0 1
imprecis 0 0 0 0 1
mainstay 0 0 0 0 1
measor 0 0 0 0 3
leong 0 0 0 0 2
sandberg 0 0 0 0 1
lesley 0 0 0 0 1
nickold 0 0 0 0 1
resm 0 0 0 0 1
nicor 0 0 0 0 1
saxon 0 0 0 0 2
sax 0 0 0 0 1
talbot 0 0 0 0 3
castlegar 0 0 0 0 1
bridgewat 0 0 0 0 1
newsprint 0 0 0 0 1
dbh 0 0 0 0 1
underw 0 0 0 0 1
europa 0 0 0 0 1
carton 0 0 0 0 1
datron 0 0 0 0 4
datr 0 0 0 0 1
hbol 0 0 0 0 1
postsplit 0 0 0 0 1
offtak 0 0 0 0 1
cinc 0 0 0 0 1
engi 0 0 0 0 1
bfd 0 0 0 0 1
capb 0 0 0 0 2
whinney 0 0 0 0 1
fluorocarbon 0 0 0 0 2
fcbn 0 0 0 0 2
btci 0 0 0 0 2
vstr 0 0 0 0 1
tiverton 0 0 0 0 1
tirework 0 0 0 0 1
aleg 0 0 0 0 1
talc 0 0 0 0 2
ofc 0 0 0 0 1
dww 0 0 0 0 2
honeybe 0 0 0 0 1
hbe 0 0 0 0 1
earthworm 0 0 0 0 1
worm 0 0 0 0 1
nodaway 0 0 0 0 1
nvco 0 0 0 0 1
rg 0 0 0 0 1
sasco 0 0 0 0 1
matheson 0 0 0 0 21
canon 0 0 0 0 2
dior 0 0 0 0 1
merced 0 0 0 0 1
benz 0 0 0 0 1
hargreav 0 0 0 0 3
292 0 0 0 0 1
thl 0 0 0 0 2
scoa 0 0 0 0 1
cs 0 0 0 0 1
wiley 0 0 0 0 1
willb 0 0 0 0 1
iban 0 0 0 0 1
ur 0 0 0 0 4
pimari 0 0 0 0 1
stanhom 0 0 0 0 1
sth 0 0 0 0 1
cji 0 0 0 0 1
industir 0 0 0 0 2
cjiia 0 0 0 0 1
warrantech 0 0 0 0 1
homemad 0 0 0 0 1
bjic 0 0 0 0 1
wtr 0 0 0 0 1
llc 0 0 0 0 7
valhi 0 0 0 0 8
aarn 0 0 0 0 1
vmtgz 0 0 0 0 2
vr 0 0 0 0 2
bat 0 0 0 0 19
inlcud 0 0 0 0 1
cetek 0 0 0 0 1
minneosta 0 0 0 0 1
nutmeg 0 0 0 0 1
nutm 0 0 0 0 1
oakridg 0 0 0 0 1
nekoosa 0 0 0 0 3
gnn 0 0 0 0 3
dothan 0 0 0 0 1
bfg 0 0 0 0 10
aachen 0 0 0 0 1
muenchen 0 0 0 0 1
amb 0 0 0 0 6
beteiligungsgesellschaft 0 0 0 0 1
volksfuersorg 0 0 0 0 1
lebensversicherung 0 0 0 0 1
allgemein 0 0 0 0 1
hypothekenbank 0 0 0 0 1
836 0 0 0 0 1
654 0 0 0 0 1
731 0 0 0 0 2
extraodinari 0 0 0 0 2
durkin 0 0 0 0 3
777 0 0 0 0 3
634 0 0 0 0 1
taikoo 0 0 0 0 5
shing 0 0 0 0 5
dockyard 0 0 0 0 1
bced 0 0 0 0 2
hovnanian 0 0 0 0 6
hov 0 0 0 0 2
ccpt 0 0 0 0 1
geoffrion 0 0 0 0 3
leclerc 0 0 0 0 3
fdo 0 0 0 0 1
catena 0 0 0 0 5
221 0 0 0 0 2
safvean 0 0 0 0 2
och 0 0 0 0 1
ponsbach 0 0 0 0 1
fondkommiss 0 0 0 0 1
724 0 0 0 0 1
schenker 0 0 0 0 3
pacn 0 0 0 0 1
svenska 0 0 0 0 1
cellulosa 0 0 0 0 1
firstcorp 0 0 0 0 3
fcr 0 0 0 0 2
pda 0 0 0 0 4
shipmetn 0 0 0 0 1
patran 0 0 0 0 1
deferr 0 0 0 0 1
thrid 0 0 0 0 1
tcbi 0 0 0 0 6
enetrpris 0 0 0 0 1
moto 0 0 0 0 6
poref 0 0 0 0 1
mmb 0 0 0 0 1
glami 0 0 0 0 3
glgvf 0 0 0 0 2
fedf 0 0 0 0 1
dunlop 0 0 0 0 1
overmy 0 0 0 0 1
omco 0 0 0 0 1
teeco 0 0 0 0 3
partnerhsip 0 0 0 0 1
yellowknif 0 0 0 0 1
restur 0 0 0 0 1
raa 0 0 0 0 1
mpr 0 0 0 0 2
nibca 0 0 0 0 1
ame 0 0 0 0 5
shulanski 0 0 0 0 1
hmsb 0 0 0 0 2
ntt 0 0 0 0 9
328 0 0 0 0 3
348 0 0 0 0 2
109 0 0 0 0 3
lonsdal 0 0 0 0 1
14p 0 0 0 0 2
substantit 0 0 0 0 1
286 0 0 0 0 3
fshg 0 0 0 0 2
telebyt 0 0 0 0 1
tbti 0 0 0 0 1
174 0 0 0 0 1
fairmount 0 0 0 0 1
fmtc 0 0 0 0 1
admac 0 0 0 0 1
jpac 0 0 0 0 1
qt 0 0 0 0 1
cigarett 0 0 0 0 1
malibu 0 0 0 0 1
gallah 0 0 0 0 1
contributor 0 0 0 0 4
doper 0 0 0 0 1
immunogenet 0 0 0 0 1
igen 0 0 0 0 1
reversl 0 0 0 0 1
albeit 0 0 0 0 1
vax 0 0 0 0 1
faulter 0 0 0 0 1
incompat 0 0 0 0 1
knox 0 0 0 0 2
9370 0 0 0 0 1
unwrap 0 0 0 0 1
propel 0 0 0 0 1
slew 0 0 0 0 1
steal 0 0 0 0 1
cfb 0 0 0 0 1
dionic 0 0 0 0 1
dion 0 0 0 0 1
precambrian 0 0 0 0 6
cortron 0 0 0 0 1
ctrn 0 0 0 0 1
aagiy 0 0 0 0 1
lvi 0 0 0 0 4
nico 0 0 0 0 1
bastian 0 0 0 0 1
signet 0 0 0 0 1
shsb 0 0 0 0 1
systemat 0 0 0 0 2
syst 0 0 0 0 2
poloron 0 0 0 0 1
hormel 0 0 0 0 3
hrl 0 0 0 0 2
essilor 0 0 0 0 1
317 0 0 0 0 1
aw 0 0 0 0 1
awcsa 0 0 0 0 1
pittway 0 0 0 0 1
kbh 0 0 0 0 1
oar 0 0 0 0 1
csbn 0 0 0 0 1
dreyer 0 0 0 0 4
dryr 0 0 0 0 1
4rth 0 0 0 0 1
cream 0 0 0 0 1
espanola 0 0 0 0 1
automovil 0 0 0 0 1
turismo 0 0 0 0 1
386 0 0 0 0 1
thunand 0 0 0 0 1
thdr 0 0 0 0 1
bmd 0 0 0 0 2
fieldcrest 0 0 0 0 1
fld 0 0 0 0 1
tsr 0 0 0 0 1
tsri 0 0 0 0 1
optrotech 0 0 0 0 1
optkf 0 0 0 0 1
mellon 0 0 0 0 16
mkc 0 0 0 0 2
usr 0 0 0 0 2
giggletre 0 0 0 0 1
linen 0 0 0 0 1
farwest 0 0 0 0 1
ffw 0 0 0 0 1
pfd 0 0 0 0 1
mcm 0 0 0 0 4
adnea 0 0 0 0 1
vernitron 0 0 0 0 1
vrn 0 0 0 0 1
chelsea 0 0 0 0 2
chd 0 0 0 0 1
polyethelyn 0 0 0 0 1
trash 0 0 0 0 1
liner 0 0 0 0 1
artisan 0 0 0 0 1
bbrc 0 0 0 0 1
stereo 0 0 0 0 1
cruist 0 0 0 0 1
bigb 0 0 0 0 1
se 0 0 0 0 3
westron 0 0 0 0 1
wstx 0 0 0 0 1
cup 0 0 0 0 1
asb 0 0 0 0 1
ameritech 0 0 0 0 1
ait 0 0 0 0 1
bonnevil 0 0 0 0 1
bpco 0 0 0 0 1
amrep 0 0 0 0 1
axr 0 0 0 0 1
idb 0 0 0 0 1
idbx 0 0 0 0 1
oldr 0 0 0 0 1
winchel 0 0 0 0 2
wdh 0 0 0 0 1
emerald 0 0 0 0 3
ehp 0 0 0 0 1
becasu 0 0 0 0 1
eqti 0 0 0 0 1
krn 0 0 0 0 1
cfin 0 0 0 0 1
dravo 0 0 0 0 5
drv 0 0 0 0 1
saidperform 0 0 0 0 1
fromn 0 0 0 0 1
frabric 0 0 0 0 1
permanenti 0 0 0 0 1
tmi 0 0 0 0 1
danzar 0 0 0 0 4
dnzr 0 0 0 0 1
nucor 0 0 0 0 1
nue 0 0 0 0 1
sfp 0 0 0 0 1
tol 0 0 0 0 2
sheehi 0 0 0 0 5
sak 0 0 0 0 1
teap 0 0 0 0 2
764 0 0 0 0 2
537p 0 0 0 0 1
0955 0 0 0 0 1
williamson 0 0 0 0 1
dunbar 0 0 0 0 2
batu 0 0 0 0 1
grovewood 0 0 0 0 1
hzn 0 0 0 0 1
mccaughan 0 0 0 0 1
dyson 0 0 0 0 1
ouststand 0 0 0 0 1
satisfact 0 0 0 0 2
surrend 0 0 0 0 1
mccrk 0 0 0 0 2
drch 0 0 0 0 1
transco 0 0 0 0 2
exp 0 0 0 0 1
snbl 0 0 0 0 1
radif 0 0 0 0 1
licia 0 0 0 0 2
rlm 0 0 0 0 1
furman 0 0 0 0 5
selz 0 0 0 0 5
mager 0 0 0 0 2
dietz 0 0 0 0 2
birney 0 0 0 0 2
gibson 0 0 0 0 1
boddington 0 0 0 0 5
cogniz 0 0 0 0 1
bauxit 0 0 0 0 6
datacheck 0 0 0 0 1
republicbank 0 0 0 0 8
rpt 0 0 0 0 4
ifc 0 0 0 0 2
aerotech 0 0 0 0 1
westwood 0 0 0 0 1
wone 0 0 0 0 1
qwtr 0 0 0 0 1
tajon 0 0 0 0 1
trc 0 0 0 0 1
intec 0 0 0 0 1
intk 0 0 0 0 1
wdfc 0 0 0 0 1
weill 0 0 0 0 1
deck 0 0 0 0 1
parisian 0 0 0 0 1
pasn 0 0 0 0 1
znat 0 0 0 0 1
139 0 0 0 0 2
stx 0 0 0 0 1
fasb 0 0 0 0 2
nonoper 0 0 0 0 1
plexu 0 0 0 0 1
bcsi 0 0 0 0 1
zfour 0 0 0 0 1
mla 0 0 0 0 1
geico 0 0 0 0 1
cabr 0 0 0 0 1
747 0 0 0 0 1
freighter 0 0 0 0 1
ffsm 0 0 0 0 1
noz 0 0 0 0 1
tdd 0 0 0 0 1
jalc 0 0 0 0 1
329 0 0 0 0 2
abbey 0 0 0 0 2
kge 0 0 0 0 1
unbil 0 0 0 0 1
firecom 0 0 0 0 1
frcm 0 0 0 0 1
jmb 0 0 0 0 1
jmbr 0 0 0 0 1
6p 0 0 0 0 2
viatech 0 0 0 0 1
vtk 0 0 0 0 1
adx 0 0 0 0 1
wilfr 0 0 0 0 3
wae 0 0 0 0 2
biomet 0 0 0 0 2
bmet 0 0 0 0 1
gre 0 0 0 0 3
720 0 0 0 0 1
det 0 0 0 0 1
oestasiatisk 0 0 0 0 1
kompagni 0 0 0 0 1
asiat 0 0 0 0 1
pae 0 0 0 0 1
hsai 0 0 0 0 1
development 0 0 0 0 1
redkin 0 0 0 0 1
rdkn 0 0 0 0 1
myo 0 0 0 0 1
bicycl 0 0 0 0 2
genoves 0 0 0 0 1
spec 0 0 0 0 2
centerior 0 0 0 0 1
cx 0 0 0 0 1
lego 0 0 0 0 1
multibillion 0 0 0 0 1
disclaim 0 0 0 0 1
significnt 0 0 0 0 1
primiari 0 0 0 0 1
yochum 0 0 0 0 3
consolod 0 0 0 0 1
assett 0 0 0 0 1
bgbr 0 0 0 0 1
loctit 0 0 0 0 2
loc 0 0 0 0 1
amortis 0 0 0 0 2
kai 0 0 0 0 1
121 0 0 0 0 1
phot 0 0 0 0 1
majr 0 0 0 0 1
alfl 0 0 0 0 1
mayo 0 0 0 0 8
kilowatt 0 0 0 0 1
scrubber 0 0 0 0 6
duke 0 0 0 0 1
duk 0 0 0 0 1
877 0 0 0 0 1
shu 0 0 0 0 1
sayi 0 0 0 0 1
omnilab 0 0 0 0 2
romilli 0 0 0 0 1
humphri 0 0 0 0 1
circon 0 0 0 0 1
ccon 0 0 0 0 1
laval 0 0 0 0 1
651 0 0 0 0 1
citg 0 0 0 0 1
ommit 0 0 0 0 1
quartelri 0 0 0 0 1
laargest 0 0 0 0 1
fourteen 0 0 0 0 1
ouitstand 0 0 0 0 1
biac 0 0 0 0 1
pulitz 0 0 0 0 2
pltzc 0 0 0 0 2
ecoa 0 0 0 0 1
tlx 0 0 0 0 1
mf 0 0 0 0 5
mfm 0 0 0 0 1
ub 0 0 0 0 3
unalloc 0 0 0 0 1
ire 0 0 0 0 1
extinquish 0 0 0 0 2
abercrombi 0 0 0 0 1
fitch 0 0 0 0 1
technitrol 0 0 0 0 2
tnl 0 0 0 0 2
chauvco 0 0 0 0 1
tssi 0 0 0 0 1
harsco 0 0 0 0 2
hsc 0 0 0 0 2
clo 0 0 0 0 1
kg 0 0 0 0 3
wako 0 0 0 0 1
brighten 0 0 0 0 1
scat 0 0 0 0 2
hovercraft 0 0 0 0 1
perini 0 0 0 0 2
pnv 0 0 0 0 1
elsinor 0 0 0 0 3
elx 0 0 0 0 1
888 0 0 0 0 1
817 0 0 0 0 1
glidden 0 0 0 0 1
clement 0 0 0 0 2
averi 0 0 0 0 10
avri 0 0 0 0 1
peltz 0 0 0 0 2
uniroy 0 0 0 0 2
22nd 0 0 0 0 1
geographi 0 0 0 0 1
ketchup 0 0 0 0 1
falloff 0 0 0 0 3
watcher 0 0 0 0 1
940 0 0 0 0 1
virateck 0 0 0 0 1
entex 0 0 0 0 2
eed 0 0 0 0 2
imc 0 0 0 0 1
lfg 0 0 0 0 1
ccom 0 0 0 0 1
intek 0 0 0 0 1
idcc 0 0 0 0 1
maverick 0 0 0 0 1
mavr 0 0 0 0 1
diod 0 0 0 0 1
dio 0 0 0 0 1
renaiss 0 0 0 0 1
lesco 0 0 0 0 1
lsco 0 0 0 0 1
kab 0 0 0 0 1
tubular 0 0 0 0 1
avatar 0 0 0 0 1
avtr 0 0 0 0 1
hrok 0 0 0 0 1
subordi 0 0 0 0 1
waldbaum 0 0 0 0 2
shopwel 0 0 0 0 2
tengelmann 0 0 0 0 1
warenhandelsgesellschaft 0 0 0 0 1
cntr 0 0 0 0 3
volt 0 0 0 0 2
asamera 0 0 0 0 3
359 0 0 0 0 1
primebank 0 0 0 0 2
pmbk 0 0 0 0 1
skylark 0 0 0 0 1
jewelmast 0 0 0 0 5
jem 0 0 0 0 2
dalton 0 0 0 0 3
dalt 0 0 0 0 1
vmlpz 0 0 0 0 2
montli 0 0 0 0 2
npd 0 0 0 0 1
shawmut 0 0 0 0 1
sha 0 0 0 0 1
regulari 0 0 0 0 1
990 0 0 0 0 1
hillenbrand 0 0 0 0 1
hb 0 0 0 0 1
questionnair 0 0 0 0 1
wmk 0 0 0 0 1
ptmi 0 0 0 0 2
newcor 0 0 0 0 1
tenney 0 0 0 0 1
tni 0 0 0 0 1
rigg 0 0 0 0 1
amt 0 0 0 0 5
ine 0 0 0 0 1
automatix 0 0 0 0 1
aitx 0 0 0 0 1
tenera 0 0 0 0 3
tlpzv 0 0 0 0 1
expectd 0 0 0 0 1
taxabl 0 0 0 0 6
actp 0 0 0 0 1
thyssen 0 0 0 0 11
spethmann 0 0 0 0 7
stahl 0 0 0 0 3
cavali 0 0 0 0 1
cavh 0 0 0 0 1
ofd 0 0 0 0 1
mcmc 0 0 0 0 1
polystyren 0 0 0 0 2
dye 0 0 0 0 1
styren 0 0 0 0 1
roussel 0 0 0 0 1
uclaf 0 0 0 0 1
jc 0 0 0 0 1
639 0 0 0 0 1
crcc 0 0 0 0 1
703 0 0 0 0 1
aati 0 0 0 0 1
nwa 0 0 0 0 10
tomaso 0 0 0 0 1
dtom 0 0 0 0 1
liquiid 0 0 0 0 1
milastar 0 0 0 0 1
mila 0 0 0 0 1
sbm 0 0 0 0 1
engelhard 0 0 0 0 4
splf 0 0 0 0 1
csw 0 0 0 0 1
sigma 0 0 0 0 2
sigr 0 0 0 0 1
flbk 0 0 0 0 2
ultrasystem 0 0 0 0 2
ul 0 0 0 0 2
eqica 0 0 0 0 1
somerset 0 0 0 0 1
sosa 0 0 0 0 1
muo 0 0 0 0 1
intraocular 0 0 0 0 1
infusaid 0 0 0 0 1
krelitz 0 0 0 0 1
krlz 0 0 0 0 1
vhc 0 0 0 0 1
vhcl 0 0 0 0 1
whippl 0 0 0 0 3
dh 0 0 0 0 1
booksel 0 0 0 0 1
fremont 0 0 0 0 1
frmi 0 0 0 0 1
bermuda 0 0 0 0 1
tca 0 0 0 0 1
tcat 0 0 0 0 1
eaton 0 0 0 0 1
vanc 0 0 0 0 1
eavn 0 0 0 0 1
nfsi 0 0 0 0 1
reeacquisit 0 0 0 0 1
banknot 0 0 0 0 1
ibk 0 0 0 0 1
chp 0 0 0 0 1
660 0 0 0 0 1
770 0 0 0 0 1
sheraton 0 0 0 0 1
cmph 0 0 0 0 2
digigraph 0 0 0 0 1
witco 0 0 0 0 1
fn 0 0 0 0 2
fabriqu 0 0 0 0 1
herstal 0 0 0 0 1
thermwood 0 0 0 0 1
thm 0 0 0 0 1
sandsport 0 0 0 0 1
costco 0 0 0 0 1
599 0 0 0 0 1
jayark 0 0 0 0 1
jaya 0 0 0 0 1
cc 0 0 0 0 1
belcher 0 0 0 0 1
ibio 0 0 0 0 1
mrch 0 0 0 0 1
howden 0 0 0 0 1
pcqt 0 0 0 0 1
arv 0 0 0 0 1
schrader 0 0 0 0 2
maremont 0 0 0 0 2
maremond 0 0 0 0 1
ophthalm 0 0 0 0 3
jnj 0 0 0 0 1
