Word_dict.txt:
71204 70516 93829 190959 193044
sensor 0 0 0 3 0
callicoon 0 0 0 3 0
frigid 0 0 0 3 0
bancroft' 0 0 0 3 0
bishop 0 0 0 3 0
monica 0 0 0 3 0
kenosha 0 0 0 3 0
overcapac 0 0 0 1 2
abort 0 0 0 2 1
iacocca 0 0 0 3 0
bond' 0 0 0 3 0
rockwood 0 0 0 2 1
fairfield 0 0 0 2 1
pir 0 0 0 1 2
threshold 0 0 0 2 1
bael.l 0 0 0 2 1
oi 0 0 0 3 0
transpacif 0 0 0 2 1
lancer 0 0 0 2 1
kroger 0 0 0 3 0
scholl' 0 0 0 3 0
clifford 0 0 0 2 1
holling 0 0 0 3 0
international' 0 0 0 2 1
fourth-quart 0 0 0 1 2
forthcom 0 0 0 3 0
nwp 0 0 0 2 1
angeles-bas 0 0 0 3 0
brunei 0 0 0 3 0
redeploy 0 0 0 3 0
miami-bas 0 0 0 3 0
tie-up 0 0 0 3 0
blue-chip 0 0 0 2 1
baur 0 0 0 3 0
cgct' 0 0 0 3 0
brandon 0 0 0 3 0
mould 0 0 0 3 0
triguna 0 0 0 3 0
sportscen 0 0 0 3 0
wort 0 0 0 1 2
albertson' 0 0 0 2 1
fate 0 0 0 3 0
finlay 0 0 0 3 0
confectioneri 0 0 0 1 2
conrac' 0 0 0 3 0
eromanga 0 0 0 3 0
cityf 0 0 0 3 0
spectrum 0 0 0 1 2
microbiolog 0 0 0 2 1
ventana 0 0 0 3 0
norman 0 0 0 3 0
compel 0 0 0 2 1
obligatori 0 0 0 3 0
minori 0 0 0 3 0
arkadi 0 0 0 3 0
kuhlmann 0 0 0 3 0
deak' 0 0 0 3 0
non-ferr 0 0 0 3 0
geronimu 0 0 0 3 0
dubin 0 0 0 3 0
multin 0 0 0 2 1
vbi 0 0 0 3 0
hl 0 0 0 3 0
gold-silv 0 0 0 3 0
lead-zinc 0 0 0 3 0
admiralti 0 0 0 3 0
assay 0 0 0 3 0
lister 0 0 0 3 0
alw 0 0 0 3 0
air-mov 0 0 0 3 0
amic 0 0 0 3 0
fermenta' 0 0 0 3 0
westburn 0 0 0 3 0
sieb 0 0 0 3 0
sec' 0 0 0 3 0
abex 0 0 0 3 0
cpc.n 0 0 0 3 0
nobuo 0 0 0 3 0
ito 0 0 0 3 0
blackburn 0 0 0 1 2
howel 0 0 0 2 1
jacobi 0 0 0 3 0
heavy-duti 0 0 0 1 2
plt 0 0 0 1 2
metrobanc 0 0 0 3 0
station' 0 0 0 3 0
hubbard 0 0 0 3 0
joel 0 0 0 2 1
unwelcom 0 0 0 3 0
caston 0 0 0 3 0
fcsi 0 0 0 3 0
richter 0 0 0 3 0
utvegsbanki 0 0 0 3 0
aros 0 0 0 1 2
centenni 0 0 0 3 0
raul 0 0 0 3 0
gnva 0 0 0 2 1
rban 0 0 0 3 0
chl 0 0 0 2 1
wfc 0 0 0 2 1
cojuangco 0 0 0 3 0
welbilt 0 0 0 2 1
gst 0 0 0 3 0
amkg 0 0 0 3 0
entrepo 0 0 0 3 0
fd 0 0 0 1 2
nice 0 0 0 2 1
nashua 0 0 0 3 0
lin 0 0 0 3 0
bkn 0 0 0 1 2
quotat 0 0 0 2 1
clbga 0 0 0 2 1
antil 0 0 0 3 0
cirex 0 0 0 3 0
trimac 0 0 0 1 2
piza 0 0 0 3 0
penser 0 0 0 3 0
alfa 0 0 0 2 1
tei 0 0 0 1 2
ethylen 0 0 0 3 0
attar 0 0 0 3 0
henz 0 0 0 3 0
jpn 0 0 0 3 0
pittsburgh-bas 0 0 0 3 0
miami 0 0 0 3 0
preferenti 0 0 0 3 0
hung 0 0 0 1 2
bac.n 0 0 0 3 0
rinehart 0 0 0 2 1
foreclos 0 0 0 3 0
itx 0 0 0 2 1
silverton 0 0 0 3 0
baker-hugh 0 0 0 3 0
sti 0 0 0 2 1
elgin 0 0 0 2 1
chesapeak 0 0 0 2 1
tissu 0 0 0 2 1
confidata 0 0 0 3 0
callebaut' 0 0 0 3 0
chrysler-amc 0 0 0 3 0
adams-russel 0 0 0 3 0
aar 0 0 0 2 1
voicemail 0 0 0 2 1
canrad 0 0 0 3 0
teva 0 0 0 3 0
tel-a 0 0 0 3 0
infin 0 0 0 3 0
wix 0 0 0 1 2
aig 0 0 0 1 2
mdxr 0 0 0 1 2
tyre 0 0 0 1 2
skylight 0 0 0 3 0
mfg 0 0 0 2 1
memorandum 0 0 0 2 1
general' 0 0 0 2 1
atchison 0 0 0 3 0
landon 0 0 0 3 0
rowland 0 0 0 3 0
sfsp 0 0 0 3 0
saft 0 0 0 3 0
d'electricit 0 0 0 2 1
mbc 0 0 0 1 2
trimedyn 0 0 0 3 0
spun-off 0 0 0 1 2
questar 0 0 0 3 0
jewelri 0 0 0 2 1
creditanstalt-bankverein 0 0 0 1 2
d'america 0 0 0 2 1
d'italia 0 0 0 2 1
wilhelm 0 0 0 2 1
t.h 0 0 0 3 0
babi 0 0 0 1 2
paragon 0 0 0 3 0
uab 0 0 0 3 0
paid-up 0 0 0 1 2
icgs.l 0 0 0 3 0
sycamor 0 0 0 3 0
pnp 0 0 0 2 1
bicoast 0 0 0 3 0
src 0 0 0 2 1
cha 0 0 0 3 0
calmat 0 0 0 3 0
valuabl 0 0 0 3 0
panganiban 0 0 0 3 0
liquor 0 0 0 1 2
candi 0 0 0 3 0
keyston 0 0 0 3 0
trenton 0 0 0 3 0
aldershot 0 0 0 3 0
rt 0 0 0 1 2
amerford 0 0 0 3 0
scripp 0 0 0 3 0
sto 0 0 0 2 1
equinox 0 0 0 3 0
creditwatch 0 0 0 3 0
ncpa. 0 0 0 3 0
computer' 0 0 0 3 0
fold 0 0 0 2 1
desoto 0 0 0 2 1
vowg.f 0 0 0 1 2
magellan 0 0 0 2 1
sebro 0 0 0 3 0
saul 0 0 0 1 2
garment 0 0 0 3 0
reward 0 0 0 3 0
doj 0 0 0 3 0
kpk 0 0 0 1 2
stb 0 0 0 1 2
kb 0 0 0 1 2
valero 0 0 0 3 0
screen 0 0 0 3 0
disord 0 0 0 3 0
viabl 0 0 0 2 1
clanci 0 0 0 3 0
equiticorp 0 0 0 3 0
sped 0 0 0 3 0
cheyenn 0 0 0 3 0
f.a 0 0 0 3 0
rb 0 0 0 3 0
shaer 0 0 0 3 0
omaha 0 0 0 1 2
jannock 0 0 0 3 0
dci 0 0 0 2 1
mne 0 0 0 3 0
texon 0 0 0 3 0
taco 0 0 0 3 0
stant 0 0 0 3 0
pette 0 0 0 3 0
hub 0 0 0 3 0
hollywood 0 0 0 3 0
dya 0 0 0 2 1
aurora 0 0 0 3 0
harleysvil 0 0 0 3 0
mtx 0 0 0 2 1
vacanc 0 0 0 1 2
non-financi 0 0 0 2 1
acl 0 0 0 2 1
scm 0 0 0 2 1
kirschner 0 0 0 3 0
solvent 0 0 0 3 0
star' 0 0 0 3 0
rtc 0 0 0 2 1
bouygu 0 0 0 3 0
olin 0 0 0 3 0
equin 0 0 0 3 0
non-strateg 0 0 0 1 2
novatron 0 0 0 3 0
comtec 0 0 0 3 0
careercom 0 0 0 3 0
proprietari 0 0 0 2 1
d'or 0 0 0 3 0
chocol 0 0 0 1 2
autopart 0 0 0 3 0
kkk 0 0 0 3 0
tru 0 0 0 3 0
wire 0 0 0 3 0
jacz.z 0 0 0 1 2
gec 0 0 0 2 1
hine 0 0 0 3 0
szynkarski 0 0 0 3 0
gat 0 0 0 1 2
twt 0 0 0 1 2
shel 0 0 0 1 2
bakelit 0 0 0 3 0
laci 0 0 0 3 0
goldsil 0 0 0 3 0
oc 0 0 0 2 1
vestar 0 0 0 1 2
anti-trust 0 0 0 3 0
declaratori 0 0 0 3 0
cormier 0 0 0 3 0
biotech 0 0 0 2 1
mcalpin 0 0 0 3 0
cmin 0 0 0 2 1
conant 0 0 0 3 0
searl 0 0 0 3 0
aac 0 0 0 2 1
gd 0 0 0 2 1
vendor 0 0 0 2 1
gevaert 0 0 0 2 1
subsidiary' 0 0 0 1 2
morton 0 0 0 2 1
salzgitt 0 0 0 3 0
murren 0 0 0 3 0
promac 0 0 0 3 0
warranti 0 0 0 2 1
ba 0 0 0 1 2
latter' 0 0 0 2 1
pci 0 0 0 1 2
bli 0 0 0 2 1
trump' 0 0 0 2 1
almaden 0 0 0 3 0
sharon 0 0 0 3 0
ui 0 0 0 2 1
hon 0 0 0 2 1
pcri 0 0 0 3 0
fen 0 0 0 1 2
checkrobot 0 0 0 3 0
ommeren 0 0 0 3 0
whippani 0 0 0 3 0
reclam 0 0 0 2 1
b.v 0 0 0 2 1
roffman 0 0 0 3 0
landmark 0 0 0 3 0
fiber-opt 0 0 0 3 0
fletcher 0 0 0 3 0
nz 0 0 0 3 0
laserson 0 0 0 2 1
spear 0 0 0 3 0
acst 0 0 0 1 2
comet 0 0 0 1 2
outset 0 0 0 3 0
esca 0 0 0 3 0
anixt 0 0 0 3 0
duffour 0 0 0 3 0
analytichem 0 0 0 3 0
pire 0 0 0 3 0
z 0 0 0 1 2
stevenson 0 0 0 3 0
casual 0 0 0 2 1
dynalectron 0 0 0 3 0
cofab 0 0 0 3 0
hum 0 0 0 1 2
hi-port 0 0 0 2 1
kebo 0 0 0 3 0
ffb 0 0 0 1 2
t.b 0 0 0 3 0
unilever' 0 0 0 1 2
chesebrough-pond 0 0 0 1 2
jcp 0 0 0 1 2
telcom 0 0 0 3 0
patrol 0 0 0 3 0
wallcov 0 0 0 2 1
qed 0 0 0 3 0
powel 0 0 0 3 0
nokia 0 0 0 3 0
versatil 0 0 0 3 0
finalis 0 0 0 2 1
flagship 0 0 0 2 1
forstmann 0 0 0 3 0
ana 0 0 0 3 0
recreat 0 0 0 1 2
cypress 0 0 0 2 1
maratech 0 0 0 3 0
insolv 0 0 0 2 1
nusourc 0 0 0 3 0
broker' 0 0 0 3 0
rubbertech 0 0 0 3 0
icn' 0 0 0 3 0
virazol 0 0 0 3 0
aids-rel 0 0 0 1 2
agrico 0 0 0 1 2
goodi 0 0 0 2 1
limbo 0 0 0 3 0
dingman 0 0 0 3 0
afp 0 0 0 1 2
pnb 0 0 0 3 0
antibodi 0 0 0 2 1
burpe 0 0 0 3 0
bt 0 0 0 1 2
apd 0 0 0 2 1
dtd 0 0 0 3 0
eagleslair 0 0 0 3 0
suiss 0 0 0 2 1
templeton 0 0 0 2 1
deterg 0 0 0 1 2
textron 0 0 0 3 0
solmec 0 0 0 3 0
natchez 0 0 0 3 0
hug 0 0 0 1 2
triumph 0 0 0 3 0
bic 0 0 0 1 2
amn 0 0 0 1 2
liang 0 0 0 3 0
koether 0 0 0 3 0
sundor 0 0 0 3 0
bmi 0 0 0 2 1
acton 0 0 0 3 0
kaltenbach 0 0 0 3 0
unaffili 0 0 0 2 1
savannah 0 0 0 1 2
brf 0 0 0 1 2
unidar 0 0 0 3 0
nsm 0 0 0 1 2
loudon 0 0 0 3 0
creativ 0 0 0 1 2
bug 0 0 0 1 2
chevrolet 0 0 0 3 0
celina 0 0 0 3 0
non-regul 0 0 0 1 2
feretti 0 0 0 3 0
paperboard 0 0 0 3 0
belkin 0 0 0 3 0
audienc 0 0 0 1 2
morbelli 0 0 0 3 0
republic' 0 0 0 3 0
dougherti 0 0 0 3 0
wareh 0 0 0 2 1
sperri 0 0 0 3 0
toshin 0 0 0 3 0
azuma 0 0 0 3 0
derlan 0 0 0 3 0
noble 0 0 0 3 0
canamax 0 0 0 3 0
algoma 0 0 0 2 1
degussa 0 0 0 3 0
olsn 0 0 0 1 2
yarn 0 0 0 2 1
hoc 0 0 0 1 2
dco 0 0 0 1 2
msa 0 0 0 1 2
canton 0 0 0 3 0
stuart 0 0 0 1 2
seafood 0 0 0 3 0
ansi 0 0 0 1 2
citic 0 0 0 3 0
ft 0 0 0 1 2
mono 0 0 0 3 0
bull' 0 0 0 3 0
postech 0 0 0 3 0
altron 0 0 0 2 1
fintech 0 0 0 3 0
h.c 0 0 0 1 2
hc 0 0 0 3 0
nimock 0 0 0 3 0
harper' 0 0 0 3 0
shulman 0 0 0 3 0
banist 0 0 0 3 0
sta 0 0 0 1 2
undergar 0 0 0 0 3
non-cash 0 0 0 0 3
colour 0 0 0 0 3
spi 0 0 0 0 3
lamson 0 0 0 0 3
strawbridg 0 0 0 0 3
abn' 0 0 0 0 3
dhr 0 0 0 0 3
november' 0 0 0 0 3
widdrington 0 0 0 0 3
labatt' 0 0 0 0 3
children' 0 0 0 0 3
reev 0 0 0 0 3
tultex 0 0 0 0 3
ttx 0 0 0 0 3
to-fit 0 0 0 0 3
pom 0 0 0 0 3
potomac 0 0 0 0 3
telco 0 0 0 0 3
cardin 0 0 0 0 3
pansoph 0 0 0 0 3
petri 0 0 0 0 3
pst 0 0 0 0 3
sdc 0 0 0 0 3
stafford 0 0 0 0 3
uniforc 0 0 0 0 3
vtr 0 0 0 0 3
sptn 0 0 0 0 3
poy 0 0 0 0 3
kingsport 0 0 0 0 3
amvestor 0 0 0 0 3
georgia-pacif 0 0 0 0 3
mcclain 0 0 0 0 3
alloytek 0 0 0 0 3
stch.l 0 0 0 0 3
nonaccru 0 0 0 0 3
dime 0 0 0 0 3
holli 0 0 0 0 3
micron 0 0 0 0 3
chatwal 0 0 0 0 3
hmte 0 0 0 0 3
telemarket 0 0 0 0 3
all-star 0 0 0 0 3
conform 0 0 0 0 3
bdm 0 0 0 0 3
technodyn 0 0 0 0 3
ead 0 0 0 0 3
queen 0 0 0 0 3
pegasu 0 0 0 0 3
pgulf 0 0 0 0 3
fhlmc 0 0 0 0 3
garofalo 0 0 0 0 3
reclassif 0 0 0 0 3
glynw 0 0 0 0 3
pma 0 0 0 0 3
florjanc 0 0 0 0 3
modestli 0 0 0 0 3
rth 0 0 0 0 3
insua 0 0 0 0 3
donut 0 0 0 0 3
mmct 0 0 0 0 3
caph.hk 0 0 0 0 3
swpc.hk 0 0 0 0 3
moe 0 0 0 0 3
pbi 0 0 0 0 3
rhine 0 0 0 0 3
mcic 0 0 0 0 3
cadburi 0 0 0 0 3
schwepp 0 0 0 0 3
joul 0 0 0 0 3
semi 0 0 0 0 3
loyn 0 0 0 0 3
bionom 0 0 0 0 3
ldmfa 0 0 0 0 3
mobay 0 0 0 0 3
eac 0 0 0 0 3
summitvil 0 0 0 0 3
overfund 0 0 0 0 3
interco 0 0 0 0 3
vacuum 0 0 0 0 3
knew 0 0 0 0 3
inp 0 0 0 0 3
vanadium 0 0 0 0 3
eqk 0 0 0 0 3
mccrann 0 0 0 0 3
kinder-car 0 0 0 0 3
resin 0 0 0 0 3
ivey 0 0 0 0 3
flo 0 0 0 0 3
ahold 0 0 0 0 3
hmi 0 0 0 0 3
tagamet 0 0 0 0 3
kline 0 0 0 0 3
chemfix 0 0 0 0 3
melbourn 0 0 0 0 3
servotron 0 0 0 0 3
essex 0 0 0 0 3
shoney' 0 0 0 0 3
shon 0 0 0 0 3
alc 0 0 0 0 3
corbi 0 0 0 0 3
marcor 0 0 0 0 3
noncash 0 0 0 0 3
mnrci 0 0 0 0 3
hnz 0 0 0 0 3
mdt 0 0 0 0 3
usacaf 0 0 0 0 3
unreal 0 0 0 0 3
electro-sensor 0 0 0 0 3
elcor 0 0 0 0 3
meadow 0 0 0 0 3
quarter' 0 0 0 0 3
tsang 0 0 0 0 3
mansion 0 0 0 0 3
f.e 0 0 0 0 3
britoil 0 0 0 0 3
doneg 0 0 0 0 3
novl 0 0 0 0 3
bty.l 0 0 0 0 3
notel 0 0 0 0 3
gemeinwirtschaft 0 0 0 0 3
porsche' 0 0 0 0 3
xj 0 0 0 0 3
luxuri 0 0 0 0 3
bbcz.z 0 0 0 0 3
break-even 0 0 0 0 3
aequitron 0 0 0 0 3
earner 0 0 0 0 3
df 0 0 0 0 3
anita 0 0 0 0 3
biomed 0 0 0 0 3
jewel 0 0 0 0 3
angu 0 0 0 0 3
basf.f 0 0 0 0 3
durham 0 0 0 0 3
rowley-sch 0 0 0 0 3
accrual 0 0 0 0 3
cpi 0 0 0 0 3
naarden 0 0 0 0 3
allen-bradley 0 0 0 0 3
cf 0 0 0 0 3
wolf 0 0 0 0 3
burri 0 0 0 0 3
possi 0 0 0 0 3
overtim 0 0 0 0 3
panin 0 0 0 0 3
enron 0 0 0 0 3
brae 0 0 0 0 3
graff 0 0 0 0 3
vamga 0 0 0 0 3
treybig 0 0 0 0 3
harris-teet 0 0 0 0 3
multi-famili 0 0 0 0 3
countrywid 0 0 0 0 3
rca 0 0 0 0 3
wardair 0 0 0 0 3
booker 0 0 0 0 3
inter-c 0 0 0 0 3
lutterbach 0 0 0 0 3
tbg 0 0 0 0 3
pagurian 0 0 0 0 3
cil 0 0 0 0 3
vlan 0 0 0 0 3
tcw 0 0 0 0 3
bryn 0 0 0 0 3
mawr 0 0 0 0 3
omnicom 0 0 0 0 3
omcm 0 0 0 0 3
reuss 0 0 0 0 3
measor 0 0 0 0 3
talbot 0 0 0 0 3
matheson' 0 0 0 0 3
hargreav 0 0 0 0 3
gnn 0 0 0 0 3
bfg' 0 0 0 0 3
durkin 0 0 0 0 3
geoffrion 0 0 0 0 3
leclerc 0 0 0 0 3
schenker 0 0 0 0 3
firstcorp 0 0 0 0 3
glami 0 0 0 0 3
teeco 0 0 0 0 3
hormel 0 0 0 0 3
burr-brown 0 0 0 0 3
se 0 0 0 0 3
emerald 0 0 0 0 3
bti.l 0 0 0 0 3
att' 0 0 0 0 3
stewart-warn 0 0 0 0 3
wilfr 0 0 0 0 3
gre 0 0 0 0 3
yochum 0 0 0 0 3
ub 0 0 0 0 3
kg 0 0 0 0 3
elsinor 0 0 0 0 3
falloff 0 0 0 0 3
cntr 0 0 0 0 3
asamera 0 0 0 0 3
dalton 0 0 0 0 3
tenera 0 0 0 0 3
stahl 0 0 0 0 3
whippl 0 0 0 0 3
d.h 0 0 0 0 3
ophthalm 0 0 0 0 3
mg 0 0 0 0 3
disallow 0 0 0 0 3
exley 0 0 0 0 3
endo 0 0 0 0 3
yamaha 0 0 0 0 3
peninsular 0 0 0 0 3
gevirtz 0 0 0 0 3
novar 0 0 0 0 3
cmac. 0 0 0 0 3
mcadoo 0 0 0 0 3
robot 0 0 0 0 3
ca 0 0 0 0 3
ferc 0 0 0 0 3
fauber 0 0 0 0 3
cashway 0 0 0 0 3
heali 0 0 0 0 3
rhm 0 0 0 0 3
downsiz 0 0 0 0 3
lummu 0 0 0 0 3
crest 0 0 0 0 3
galaxi 0 0 0 0 3
bfi 0 0 0 0 3
taunton 0 0 0 0 3
mccall 0 0 0 0 3
mixon 0 0 0 0 3
infinit 0 0 0 0 3
rambaud 0 0 0 0 3
electro-opt 0 0 0 0 3
mayfair 0 0 0 0 3
lowranc 0 0 0 0 3
ghiringhelli 0 0 0 0 3
equicor 0 0 0 0 3
panoch 0 0 0 0 3
bad-debt 0 0 0 0 3
outokumpu' 0 0 0 0 3
struther 0 0 0 0 3
blind 0 0 0 0 3
bat' 0 0 0 0 3
okc 0 0 0 0 3
cardizem 0 0 0 0 3
aec 0 0 0 0 3
geonex 0 0 0 0 3
lengthi 1 0 0 1 0
catalyt 2 0 0 0 0
cracker 2 0 0 0 0
undamag 2 0 0 0 0
veto 2 0 0 0 0
monopolist 2 0 0 0 0
hawaiian 1 0 0 1 0
refinery' 2 0 0 0 0
accomod 2 0 0 0 0
finnish 2 0 0 0 0
reventador 2 0 0 0 0
jumardi 2 0 0 0 0
pertamina' 2 0 0 0 0
ibjt.t 1 0 0 0 1
line' 2 0 0 0 0
shelv 1 0 0 0 1
asahi 1 0 0 1 0
annouc 1 0 0 1 0
chacin 2 0 0 0 0
carbozulia 2 0 0 0 0
idrocarburi 2 0 0 0 0
reimpel 2 0 0 0 0
metric 1 1 0 0 0
prescrib 1 0 0 0 1
jawbon 2 0 0 0 0
permament 1 1 0 0 0
buchanan-smith 2 0 0 0 0
dive 2 0 0 0 0
manpow 1 1 0 0 0
re-regist 2 0 0 0 0
hamilton 2 0 0 0 0
dwt 2 0 0 0 0
constantin 2 0 0 0 0
mitsotaki 2 0 0 0 0
u.n 1 1 0 0 0
secretary-gener 2 0 0 0 0
allot 1 0 1 0 0
realism 1 1 0 0 0
stamp 1 0 1 0 0
new-found 1 0 1 0 0
watchword 1 0 1 0 0
gape 1 0 1 0 0
explicitli 1 1 0 0 0
suleiman 2 0 0 0 0
abdulaziz 2 0 0 0 0
al-salim 2 0 0 0 0
tale 1 0 1 0 0
suez-mediterranean 2 0 0 0 0
anchorag 1 0 0 1 0
govt 1 0 0 0 1
baath 2 0 0 0 0
revolut 1 1 0 0 0
isam 2 0 0 0 0
abdul-rahim 2 0 0 0 0
jeopard 1 0 0 1 0
tarrif 1 0 1 0 0
auditor' 1 0 0 0 1
pennzoil' 2 0 0 0 0
shale 2 0 0 0 0
member' 1 1 0 0 0
aramco 2 0 0 0 0
taxwrit 2 0 0 0 0
semi-offici 2 0 0 0 0
pack 1 0 0 0 1
privileg 1 0 0 1 0
orderli 1 0 1 0 0
aspen 2 0 0 0 0
humanist 2 0 0 0 0
mitig 2 0 0 0 0
replenish 2 0 0 0 0
greenwich 1 0 0 1 0
minatom 2 0 0 0 0
lpp 1 0 0 0 1
petrofina 2 0 0 0 0
deilmann 1 0 0 0 1
aturo 2 0 0 0 0
forbid 2 0 0 0 0
norwegian-own 2 0 0 0 0
profound 1 0 1 0 0
oslo 1 0 0 0 1
ratif 2 0 0 0 0
parliamentarian 2 0 0 0 0
disloc 2 0 0 0 0
geophys 2 0 0 0 0
anew 2 0 0 0 0
nazir 2 0 0 0 0
vist 1 0 0 0 1
irna 2 0 0 0 0
tripoli 2 0 0 0 0
cano 2 0 0 0 0
cravo 2 0 0 0 0
nort 2 0 0 0 0
undetermin 1 0 0 1 0
miraflor 2 0 0 0 0
henceforth 1 0 0 1 0
oil-rel 1 0 0 0 1
edinburgh 2 0 0 0 0
covert 1 0 0 0 1
hurriyet 2 0 0 0 0
sjt 1 0 0 0 1
infil 2 0 0 0 0
jetti 2 0 0 0 0
column 2 0 0 0 0
billow 2 0 0 0 0
avaj 2 0 0 0 0
khark 2 0 0 0 0
cyru 2 0 0 0 0
adminstration' 2 0 0 0 0
chinese-built 2 0 0 0 0
peerless 1 0 0 1 0
north-centr 1 1 0 0 0
almir 2 0 0 0 0
pazzionotto 2 0 0 0 0
arnold 1 0 0 1 0
hook 2 0 0 0 0
hector 2 0 0 0 0
hurtado 2 0 0 0 0
akiman 2 0 0 0 0
yanni 2 0 0 0 0
protocol 1 1 0 0 0
greenshield 1 0 0 0 1
spadin 2 0 0 0 0
plough 1 1 0 0 0
tokyo-bas 1 0 1 0 0
dakota 1 1 0 0 0
what' 2 0 0 0 0
aren't 1 1 0 0 0
culmin 1 0 0 0 1
txc 2 0 0 0 0
levesqu 1 0 0 0 1
beaubien 1 0 0 0 1
plexman 2 0 0 0 0
citgo' 2 0 0 0 0
reservoir 2 0 0 0 0
oljeselskap 2 0 0 0 0
despatch 1 0 0 1 0
blockad 2 0 0 0 0
elf 1 0 0 1 0
aquitain 1 0 0 1 0
nhy.ol 2 0 0 0 0
deminex 2 0 0 0 0
unexplor 2 0 0 0 0
barent 2 0 0 0 0
xon.n 1 0 0 0 1
mob.n 2 0 0 0 0
arc.n 1 0 0 1 0
cera 2 0 0 0 0
swann 2 0 0 0 0
herebi 1 0 0 1 0
prais 1 0 1 0 0
champlin' 2 0 0 0 0
unsolv 2 0 0 0 0
ayala 2 0 0 0 0
lpg 2 0 0 0 0
ammonia 1 0 0 0 1
gotaas-larsen 2 0 0 0 0
daewoo 1 0 0 0 1
turk 1 0 0 1 0
delimit 2 0 0 0 0
inop 1 0 0 1 0
oil-depend 2 0 0 0 0
harrington 2 0 0 0 0
boiler 1 0 0 0 1
writer 1 0 0 0 1
ypf 2 0 0 0 0
unbalanc 1 0 1 0 0
belkacem 2 0 0 0 0
nabi 2 0 0 0 0
ap 2 0 0 0 0
anti-infl 1 0 1 0 0
forestal 1 1 0 0 0
unfairli 1 1 0 0 0
yalim 2 0 0 0 0
eralp 2 0 0 0 0
assam 2 0 0 0 0
saudia 2 0 0 0 0
deflat 1 0 1 0 0
crandal 2 0 0 0 0
bet 1 0 0 1 0
headi 2 0 0 0 0
baromet 1 1 0 0 0
slowest 1 0 0 0 1
drawback 1 0 0 1 0
ruptur 2 0 0 0 0
juha 2 0 0 0 0
docemart 2 0 0 0 0
contradict 1 0 1 0 0
patricio 2 0 0 0 0
quevedo 2 0 0 0 0
fare 1 0 0 1 0
flew 2 0 0 0 0
asia' 1 0 0 1 0
java 1 1 0 0 0
wise 1 0 0 1 0
arifin 1 0 1 0 0
siregar 1 0 1 0 0
non-report 2 0 0 0 0
sore 1 0 1 0 0
trillium 2 0 0 0 0
homeless 2 0 0 0 0
bracho 2 0 0 0 0
nacion 1 0 0 1 0
reinosa 2 0 0 0 0
dnlaf 1 0 0 0 1
sandi 2 0 0 0 0
halliburton 2 0 0 0 0
favorit 2 0 0 0 0
schlumberger' 1 0 0 1 0
houlder 2 0 0 0 0
anytim 1 0 1 0 0
lufeng 2 0 0 0 0
rotari 2 0 0 0 0
al-rai 2 0 0 0 0
al-aam 2 0 0 0 0
yugoslavian 1 1 0 0 0
angola 2 0 0 0 0
gabe 2 0 0 0 0
affiliate' 1 0 0 0 1
well' 2 0 0 0 0
scurry-rainbow 1 0 0 0 1
shaken 1 0 0 0 1
indeped 2 0 0 0 0
piw 2 0 0 0 0
abdul 1 0 0 0 1
bere 1 0 0 1 0
cultur 1 0 0 1 0
eskimo 2 0 0 0 0
wrong 1 0 0 1 0
void 1 0 0 1 0
offens 1 0 0 0 1
belli 2 0 0 0 0
lighter 1 1 0 0 0
packer 1 0 0 1 0
cartel' 2 0 0 0 0
dump 1 0 0 1 0
mud 1 1 0 0 0
spot-next 1 0 1 0 0
one-week 1 0 1 0 0
high-level 1 0 1 0 0
superfund 1 0 0 0 1
decontrol 1 0 1 0 0
pitt 2 0 0 0 0
hemminghau 1 0 0 0 1
non-prt 2 0 0 0 0
huh 2 0 0 0 0
deepli 2 0 0 0 0
kenyan 2 0 0 0 0
fled 1 0 0 1 0
drove 1 0 0 1 0
curv 1 0 1 0 0
runup 1 0 0 1 0
induc 1 1 0 0 0
necessit 1 1 0 0 0
essf.pa 1 0 0 0 1
evolut 1 0 1 0 0
colon 2 0 0 0 0
abdelaziz 2 0 0 0 0
organization' 2 0 0 0 0
zverev 2 0 0 0 0
kuna 2 0 0 0 0
hojatoleslam 2 0 0 0 0
akbar 2 0 0 0 0
hashemi 2 0 0 0 0
artilleri 2 0 0 0 0
marathon' 2 0 0 0 0
dunham 2 0 0 0 0
buckler 2 0 0 0 0
prescott 1 0 0 1 0
turben 1 0 0 1 0
unattract 1 1 0 0 0
hasti 1 0 1 0 0
long-rang 1 1 0 0 0
first-half 1 0 0 0 1
suppos 1 0 0 0 1
marker 2 0 0 0 0
chicken 1 0 0 1 0
imagin 1 0 0 0 1
short-haul 2 0 0 0 0
readili 1 0 0 1 0
brass 1 0 0 1 0
simplifi 1 0 0 0 1
mikhail 1 1 0 0 0
teran 2 0 0 0 0
andean 2 0 0 0 0
edson 1 0 0 1 0
minimis 1 0 0 0 1
backdrop 1 0 1 0 0
discriminatori 1 0 0 1 0
morondava 2 0 0 0 0
omni 2 0 0 0 0
recours 1 0 0 1 0
alliance' 2 0 0 0 0
frigat 2 0 0 0 0
house-ord 2 0 0 0 0
justif 2 0 0 0 0
opec-l 2 0 0 0 0
trafalgar 1 0 0 1 0
din 1 0 0 0 1
quo 1 0 0 0 1
long-stand 2 0 0 0 0
aerial 1 0 0 0 1
anti-aircraft 2 0 0 0 0
pad 1 0 0 0 1
sassan 2 0 0 0 0
trinidad-tobago 2 0 0 0 0
brasilia 1 1 0 0 0
sidi 1 0 0 0 1
hole 2 0 0 0 0
